# tzdata 2026b zone.tab, public domain: ISO 6709 coordinates, then the zone. Comments stripped.
+2232+08822	Asia/Kolkata
-0720+07225	Indian/Chagos
+3321+04425	Asia/Baghdad
+3540+05126	Asia/Tehran
+6409-02151	Atlantic/Reykjavik
+4154+01229	Europe/Rome
+491101-0020624	Europe/Jersey
+175805-0764736	America/Jamaica
+3157+03556	Asia/Amman
+353916+1394441	Asia/Tokyo
-0117+03649	Africa/Nairobi
+4254+07436	Asia/Bishkek
+1133+10455	Asia/Phnom_Penh
+0125+17300	Pacific/Tarawa
-0247-17143	Pacific/Kanton
+0152-15720	Pacific/Kiritimati
-1141+04316	Indian/Comoro
+1718-06243	America/St_Kitts
+3901+12545	Asia/Pyongyang
+3733+12658	Asia/Seoul
+2920+04759	Asia/Kuwait
+1918-08123	America/Cayman
+4315+07657	Asia/Almaty
+4448+06528	Asia/Qyzylorda
+5312+06337	Asia/Qostanay
+5017+05710	Asia/Aqtobe
+4431+05016	Asia/Aqtau
+4707+05156	Asia/Atyrau
+5113+05121	Asia/Oral
+1758+10236	Asia/Vientiane
+3353+03530	Asia/Beirut
+1401-06100	America/St_Lucia
+4709+00931	Europe/Vaduz
+0656+07951	Asia/Colombo
+0618-01047	Africa/Monrovia
-2928+02730	Africa/Maseru
+5441+02519	Europe/Vilnius
+4936+00609	Europe/Luxembourg
+5657+02406	Europe/Riga
+3254+01311	Africa/Tripoli
+3339-00735	Africa/Casablanca
+4342+00723	Europe/Monaco
+4700+02850	Europe/Chisinau
+4226+01916	Europe/Podgorica
+1804-06305	America/Marigot
-1855+04731	Indian/Antananarivo
+0709+17112	Pacific/Majuro
+0905+16720	Pacific/Kwajalein
+4159+02126	Europe/Skopje
+1239-00800	Africa/Bamako
+1647+09610	Asia/Yangon
+4755+10653	Asia/Ulaanbaatar
+4801+09139	Asia/Hovd
+221150+1133230	Asia/Macau
+1512+14545	Pacific/Saipan
+1436-06105	America/Martinique
+1806-01557	Africa/Nouakchott
+1643-06213	America/Montserrat
+3554+01431	Europe/Malta
-2010+05730	Indian/Mauritius
+0410+07330	Indian/Maldives
-1547+03500	Africa/Blantyre
+1924-09909	America/Mexico_City
+2105-08646	America/Cancun
+2058-08937	America/Merida
+2540-10019	America/Monterrey
+2550-09730	America/Matamoros
+2838-10605	America/Chihuahua
+3144-10629	America/Ciudad_Juarez
+2934-10425	America/Ojinaga
+2313-10625	America/Mazatlan
+2048-10515	America/Bahia_Banderas
+2904-11058	America/Hermosillo
+3232-11701	America/Tijuana
+0310+10142	Asia/Kuala_Lumpur
+0133+11020	Asia/Kuching
-2558+03235	Africa/Maputo
-2234+01706	Africa/Windhoek
-2216+16627	Pacific/Noumea
+1331+00207	Africa/Niamey
-2903+16758	Pacific/Norfolk
+0627+00324	Africa/Lagos
+1209-08617	America/Managua
+5222+00454	Europe/Amsterdam
+5955+01045	Europe/Oslo
+2743+08519	Asia/Kathmandu
-0031+16655	Pacific/Nauru
-1901-16955	Pacific/Niue
-3652+17446	Pacific/Auckland
-4357-17633	Pacific/Chatham
+2336+05835	Asia/Muscat
+0858-07932	America/Panama
-1203-07703	America/Lima
-1732-14934	Pacific/Tahiti
-0900-13930	Pacific/Marquesas
-2308-13457	Pacific/Gambier
-0930+14710	Pacific/Port_Moresby
-0613+15534	Pacific/Bougainville
+143512+1205804	Asia/Manila
+2452+06703	Asia/Karachi
+5215+02100	Europe/Warsaw
+4703-05620	America/Miquelon
-2504-13005	Pacific/Pitcairn
+182806-0660622	America/Puerto_Rico
+3130+03428	Asia/Gaza
+313200+0350542	Asia/Hebron
+3843-00908	Europe/Lisbon
+3238-01654	Atlantic/Madeira
+3744-02540	Atlantic/Azores
+0720+13429	Pacific/Palau
-2516-05740	America/Asuncion
+2517+05132	Asia/Qatar
-2052+05528	Indian/Reunion
+4426+02606	Europe/Bucharest
+4450+02030	Europe/Belgrade
+5443+02030	Europe/Kaliningrad
+554521+0373704	Europe/Moscow
+4457+03406	Europe/Simferopol
+5836+04939	Europe/Kirov
+4844+04425	Europe/Volgograd
+4621+04803	Europe/Astrakhan
+5134+04602	Europe/Saratov
+5420+04824	Europe/Ulyanovsk
+5312+05009	Europe/Samara
+5651+06036	Asia/Yekaterinburg
+5500+07324	Asia/Omsk
+5502+08255	Asia/Novosibirsk
+5322+08345	Asia/Barnaul
+5630+08458	Asia/Tomsk
+5345+08707	Asia/Novokuznetsk
+5601+09250	Asia/Krasnoyarsk
+5216+10420	Asia/Irkutsk
+5203+11328	Asia/Chita
+6200+12940	Asia/Yakutsk
+623923+1353314	Asia/Khandyga
+4310+13156	Asia/Vladivostok
+643337+1431336	Asia/Ust-Nera
+5934+15048	Asia/Magadan
+4658+14242	Asia/Sakhalin
+6728+15343	Asia/Srednekolymsk
+5301+15839	Asia/Kamchatka
+6445+17729	Asia/Anadyr
-0157+03004	Africa/Kigali
+2438+04643	Asia/Riyadh
-0932+16012	Pacific/Guadalcanal
-0440+05528	Indian/Mahe
+1536+03232	Africa/Khartoum
+5920+01803	Europe/Stockholm
+0117+10351	Asia/Singapore
-1555-00542	Atlantic/St_Helena
+4603+01431	Europe/Ljubljana
+7800+01600	Arctic/Longyearbyen
+4809+01707	Europe/Bratislava
+0830-01315	Africa/Freetown
+4355+01228	Europe/San_Marino
+1440-01726	Africa/Dakar
+0204+04522	Africa/Mogadishu
+0550-05510	America/Paramaribo
+0451+03137	Africa/Juba
+0020+00644	Africa/Sao_Tome
+1342-08912	America/El_Salvador
+180305-0630250	America/Lower_Princes
+3330+03618	Asia/Damascus
-2618+03106	Africa/Mbabane
+2128-07108	America/Grand_Turk
+1207+01503	Africa/Ndjamena
-492110+0701303	Indian/Kerguelen
+0608+00113	Africa/Lome
+1345+10031	Asia/Bangkok
+3835+06848	Asia/Dushanbe
-0922-17114	Pacific/Fakaofo
-0833+12535	Asia/Dili
+3757+05823	Asia/Ashgabat
+3648+01011	Africa/Tunis
-210800-1751200	Pacific/Tongatapu
+4101+02858	Europe/Istanbul
+1039-06131	America/Port_of_Spain
-0831+17913	Pacific/Funafuti
+2503+12130	Asia/Taipei
-0648+03917	Africa/Dar_es_Salaam
+5026+03031	Europe/Kyiv
+0019+03225	Africa/Kampala
+2813-17722	Pacific/Midway
+1917+16637	Pacific/Wake
+404251-0740023	America/New_York
+421953-0830245	America/Detroit
+381515-0854534	America/Kentucky/Louisville
+364947-0845057	America/Kentucky/Monticello
+394606-0860929	America/Indiana/Indianapolis
+384038-0873143	America/Indiana/Vincennes
+410305-0863611	America/Indiana/Winamac
+382232-0862041	America/Indiana/Marengo
+382931-0871643	America/Indiana/Petersburg
+384452-0850402	America/Indiana/Vevay
+415100-0873900	America/Chicago
+375711-0864541	America/Indiana/Tell_City
+411745-0863730	America/Indiana/Knox
+450628-0873651	America/Menominee
+470659-1011757	America/North_Dakota/Center
+465042-1012439	America/North_Dakota/New_Salem
+471551-1014640	America/North_Dakota/Beulah
+394421-1045903	America/Denver
+433649-1161209	America/Boise
+332654-1120424	America/Phoenix
+340308-1181434	America/Los_Angeles
+611305-1495401	America/Anchorage
+581807-1342511	America/Juneau
+571035-1351807	America/Sitka
+550737-1313435	America/Metlakatla
+593249-1394338	America/Yakutat
+643004-1652423	America/Nome
+515248-1763929	America/Adak
+211825-1575130	Pacific/Honolulu
-345433-0561245	America/Montevideo
+3940+06648	Asia/Samarkand
+4120+06918	Asia/Tashkent
+415408+0122711	Europe/Vatican
+1309-06114	America/St_Vincent
+1030-06656	America/Caracas
+1827-06437	America/Tortola
+1821-06456	America/St_Thomas
+1045+10640	Asia/Ho_Chi_Minh
-1740+16825	Pacific/Efate
-1318-17610	Pacific/Wallis
-1350-17144	Pacific/Apia
+1245+04512	Asia/Aden
-1247+04514	Indian/Mayotte
-2615+02800	Africa/Johannesburg
-1525+02817	Africa/Lusaka
-1750+03103	Africa/Harare
